Hate Speech	Expected Counter	Predicted Counter	Cosine Similarity
migrants hurt the economy.	when people think of immigrants in relation to the british economy, they often think of crime, poverty and so on. but the reality is that the picture both in numbers and for skilled labour is quite the opposite. muslims not only contribute to the economy as laborforce but also as employers creating job opportunities.	migrants are not a burden on the economy. they contribute to it by contributing skills and knowledge.	0.9418207778960144
immigrants should go away.	immigrants are welcome in any country, regardless of the country of their birth, regardless of their language or culture.	immigrants are welcome here. they have the right to live and work in our country, but we should not be discriminating against them.	0.779968773141852
illegal immigrants are sub-humans.	the united states has a long and proud immigrant history. even if some immigrants are not legally permitted to live in the us, they have contributed greatly to our country.	the vast majority of illegal immigrants are not subhumans. they are human being, and deserve respect.	0.8907495480582158
illegal immigrants are sub-humans.	immigrants have given their lives for our country. many of them have been proud to serve our country. they are, just as our fathers and mothers were, proud of us.	the vast majority of illegal immigrants are not subhumans. they are human being, and deserve respect.	0.9238612828242478
refugees are abusing our welfare system!	people coming from poor and dangerous countries should be prioritized for resettlement within the welfare system. this is exactly what the law states, which is not abusable.	refugees are not abusing our welfare system. they are contributing to our economy and creating jobs.	0.8661585061358079
migrants steal our jobs.	there are many citizens who do not have jobs, and many of us are grateful for the jobs migrant entrepreneurs provide. so, migrants are not stealing our jobs, they are providing new opportunities!	if they were to steal our jobs, we would be in a much worse situation.	0.8392430589981981
migrants steal our jobs and ruin our country.	there is no real evidence that migrants steal our jobs.	i don't think it is fair to blame migrants for our problems. they are just trying their best to live up the expectations of us, and we should not be afraid of them.	0.8316706486761778
immigrants don't deserve healthcare.	do you think that migrants would have be better off without a healthcare system? it's inhuman to prevent migrants and refugees from accessing healthcare.	immigrants are entitled to healthcare, and they should be given it.	0.9178055015399575
migrants are so lazy they don't even use public transportation.	this is not true! many migrants try to get on the bus, but some aren't allowed to get on! we must reflect on this.	migrants are not lazy. they just want to live in a country where there is no public transportation, and this is why we should be proud of our diversity.	0.8815056737897811
migrants are a burden to us.	what do you mean by a 'burden'? does it include respecting our country's laws of not insulting the culture and traditions of other people's? because this is what you are doing: insulting and discriminating.	migrants are not a burden to us. they are our brothers and sisters.	0.8360145958131272
migrants are a burden to us.	i don't think it is a burden, i think it is the right of every human to live and work in our country without discrimination.	migrants are not a burden to us. they are our brothers and sisters.	0.849410891516692
migrants are a burden to us.	migrants come here to work and pay taxes. they don't deserve to be called 'a burden'.	migrants are not a burden to us. they are our brothers and sisters.	0.8581963844752204
migrants get more rights than citizens of our country.	this is simply not true. migrants are granted certain rights in the uk, and this includes the right to live and work in the uk.	migrants have the same rights as citizens, and they are entitled to the same protections.	0.9162307163569579
there are so many migrants like a flood entering the u.s. today, it is a problem we cannot cope with.	"to say there are so many migrants entering the u.s. is just false. and what do you mean by ""we cannot cope with""?"	migrants are not a problem in the us. they are just trying to get by, and we should be grateful for their efforts.	0.9044335084690065
we need to stop migrants today. they are all terrorists!	what about the terrorist attacks that have happened in the past despite the lack of migration?	migrants are not terrorists. they are just trying to find a better life for their families, and that is what matters most.	0.7979876565755581
migrants break the law in the usa, they are not welcome here!	many refugees enter the country legally, many of them have been here for years. they are always subject to the rules of the society they live in, even if they do not have citizenship.	migrants are welcome here, and they have the right to be treated as if their rights were violated.	0.9387580269723281
migrants are not welcome in our country, they are not welcome here.	the vast majority of migrants are granted citizenship as soon as they have lived in the country for at least three years. they should be considered as citizens regardless of their country of origin.	migrants are welcome here, they have the right to live and work in our country.	0.8623460318549598
immigrants steal our jobs.	immigrants just try to provide for their families, like we do.	the majority of jobs that are done by immigrants are good ones.	0.6614334367003684
immigrants steal our jobs.	immigrants don't steal our jobs. if you think that foreigners are stealing our jobs, then you should study migration and find that they work in solidarity with our society.	the majority of jobs that are done by immigrants are good ones.	0.77932958032398
immigrants steal our jobs.	many immigrants have worked hard for the success of our country and for their integration. to suggest that they steal our jobs is just an attempt to divide society.	the majority of jobs that are done by immigrants are good ones.	0.8374923562107943
i don't care about the color of people's skin, if you're from around the world you can't have your say in the eu.	it is not about nationality, it is about living in the eu and contributing to its development.	i don't think it is fair to discriminate on the basis of skin color.	0.8382589603674321
all immigrants from mexico are lazy beaners.	this is not true. most of them are actually skilled workers.	immigrants are not lazy. they are just trying to live their lives as if they were from the usa, and that is why we should welcome them.	0.874953106916354
migrants rape our children.	what kind of a statement is that? how can you say something like that?	rape is always wrong, regardless of the origin.	0.7141096241747286
migrants from muslim countries are a problem.	many migrants come here as young people seeking a better future. this is not a problem.	i don't see how the problem of muslims in our country is different from that of any other.	0.8213858057339355
migrants from muslim countries are a problem.	many muslim refugees come here to escape war and poverty. they do not pose a problem for us.	i don't see how the problem of muslims in our country is different from that of any other.	0.8274354691298981
muslim folks have a distorted perception of reality: that they are superior.	many muslims have the same view as us: that all humans are equal. why should we distort the truth?	i don't think it is true that all muslims are superior. they are just people with different beliefs and practices.	0.8986369885030064
muslims are a burden on society because they do not integrate.	if you want to have a cohesive society, you have to get rid of the prejudices of the people who do not really want them to integrate.	muslims are not a burden on society. they are part of our community and we should welcome them.	0.8756166527309994
muslims are here to rule us with their religion.	they have no intention of ruling us, why do you think this about muslims?	muslims are not here to rule us. they are here to live and work in our country, and to contribute to our economy.	0.7630816364955731
muslims are spreading cancer all around the world.	what report are you referring to, about the incidence of cancer around the world? muslims are not to blame, there is no relation between islam and cancer.	muslims are not the only ones who have cancer. they are also responsible for many diseases, including diabetes and heart disease.	0.9157057013058013
muslims need to be hated.	islam is a part of humanity, and we should accept people regardless of their religion.	muslims are not to be hated, they just need to be respected and accepted.	0.7449530921729686
all muslims are incompatible with any western society.	i don't think that what you are saying is true. i think that the idea that muslims are incompatible with western society is a myth.	muslims are not incompatible with western society. they are just different from us in their beliefs and practices.	0.7927246906914707
islam is not about peace, it is a cult of violence.	there is no evidence that islam is a religion of violence, and people can be violent even without any knowledge of islam.	islam is about peace, not violence.	0.8785926418116515
a koran in every classroom will promote violent jihad against infidels.	the koran is not a teaching manual for how to conduct warfare. it is about belief and love. it does not promote a violent ideology.	a koran in every classroom will promote peaceful coexistence between people of different faiths.	0.8108456995395958
muslims have nothing to contribute to our society.	i don't think they're not contributing to our society. what is the contribution that you think they're not giving?	muslims have contributed much to our society. they are our brothers and sisters.	0.7988803560700561
i was abused by a muslim boyfriend, i don't want to be muslim.	not all muslims rape and molest people. but if it is a community you don't want to be in, it is your free choice.	i don't think it is fair to say that all muslims are like you.	0.9118385568803847
muslim folks have bad decisions, bad political inclinations, and bad manners.	everyone is entitled to their own opinion, and to their own beliefs, regardless of their religion.	muslims are not bad people. they just have different beliefs and practices, and that is all that matters.	0.8561697015807884
islam is not about love, equality and integration, how can you be in favour of such extremist intolerance?	i would like to ask you, what exactly do you mean by 'extremist'?	islam is about love, equality and integration. it is not about intolerance or discrimination.	0.6161596036602699
islam is a death cult and a dangerous and violent religion. it is an ideology of conquest and violence, that can and will use terror to subdue and rule.	terrorism and religious extremism are a part of any society, and have been for a long time. what is happening would be better addressed by greater efforts to aid integration.	islam is about love, not hate.	0.7435470295136114
it is ok to be racist against muslims.	muslims are a religious group, not a race.	i don't see how being racist against someone of another religion is okay.	0.6678180470274595
i can't stand all those muslims invading our country for proselytizing.	the uk government makes public policy on how to prevent people from coming to the uk to promote a prejudiced ideology, whether or not they are muslims.	muslims have been part of our country since its beginning. they are our brothers and sisters.	0.7978767792232855
the only true believers are the ones who haven't converted to islam.	this is not true for many, i don't think the term true believers applies to anybody. but it is very common for muslims to be persecuted.	i don't think it is true that all muslims are the same.	0.9177616321666485
it is not okay for a white supremacist to visit a mosque. why should a muslim have to be considered a citizen?	to make the statement that white people can be of concern to a mosque and that muslim citizens can be a concern to this country are both wrong. the point is that if a person regularly incites hatred against a group, then that person is likely to be considered a troublemaker.	i don't see how it is okay to be a white supremacism-supporting person in islam. why should we?	0.8440315737361959
muslim folks are homophobic.	muslims are just as much victims of hate crime and discrimination. you don't have to be queer to be a victim of hate.	muslims are not homophobic. they are just people who have different beliefs and practices, and that is all that matters.	0.8958600679581673
those muslims are not happy with a train running over their prophet muhammad's mosque.	all religions have had a part in shaping the human experience and so should be respected, if you ask me.	muslims are not happy with the train running over their mosque. they are unhappy that it is happening to them.	0.8980059940239365
muslims have nothing to contribute to our society.	muslims are already contributing to our society, it's time for us to stop being a nuisance and start to acknowledge their contribution to our society.	muslims have contributed much to our society. they are our brothers and sisters.	0.9262642342703271
muslims are not welcome here.	the very first muslims came to britain around 1200. we are a country of immigrants and many muslims are contributing to our society.	muslims are welcome here. they are our brothers and sisters.	0.8741729095772969
all muslims are terrorists, they are all incompatible with any western society.	you are absolutely right: every human being is unique and needs a certain set of values, which is influenced by their religion. but not all muslims are terrorists, nor incompatible.	i don't see how the idea that all muslims are incompatible with western society is true.	0.8368643617029358
muslim folks are brainwashed.	lots of muslims are actually very well educated and highly rational.	muslims are not brainwashed. they are just people who have been taught that the way they live their lives is different from what you think it should be.	0.767791329411714
we are not accepting muslims, some of us have never even met a muslim.	one of the biggest problems we as a country face is how to balance diversity and inclusion.	i don't think it is fair to say that we are not accepting people of different faiths.	0.756482245148383
islam is a death cult.	most muslims around the world do not consider islam a cult, because it isn't.	islam is about love, not death.	0.866372782174844
muslim folks are inhuman.	the tendency to regard others as lesser than ourselves takes us one step closer to the next act of genocide.	muslims are human being, and they have the same rights as any other people.	0.8325846177932157
we should not be surprised that a whole people have chosen violence and terror as their political ideology.	terror is a tactic used to achieve social and political ends, pursued by some extremist groups only.	violence and terror are not the only political ideologies that have been used to justify terrorism.	0.9062570062193673
muslims are not welcome here.	many muslims live here, and are part of our community. we should not be excluding them.	muslims are welcome here. they are our brothers and sisters.	0.9258845069995375
muslims have no place in civilised europe.	islam is a religion of peace, and its adherents are already integrated into the majority of european societies.	muslims are part of our society, and they have been here for centuries. why should we discriminate against them?	0.8039466029015666
we must not allow people to come into our country and start killing people. they are all terrorists.	not all terrorist attacks are caused by muslims. and not all muslims are terrorists.	i don't think it is fair to blame all the people who are violent and murderous for what they do.	0.7586917009857692
black folks like stealing.	which people are you talking about? i don't see black people keen on stealing from anyone, i have no idea who you are talking about.	stealing is not about race, it's about the way we treat people.	0.8186548916773466
black americans have a corrosive influence in our country. they have always inhabited horrible, stinking filthy places and now they are all complaining because they hate our country.	it's not true. i don't know if you really mean all the black people living in the us. anyway, i'm sure they are proud americans. you just don't know it yet.	"i don\'t think it is true that all black americans are ""corrodive"". they have always lived in horrible, stinking filth."	0.8156440223255739
what about all the times that white people told black people to 'sit down and shut up'? we should do it now.	it's not 'all the times' that white people tell black people to shut up, but it is a large group of white people that still constantly remind black people that they are inferior.	the'sit down and shut up' thing is not about racism. it is about respecting people of different races, cultures and religion as human being in their own right.	0.9145823997670935
blacks are the problem.	people of colour make up the 13% of the u.s. population, but their imprisonment rate is falling.	the problem is not with blacks, but rather with racism.	0.7503535133030892
all blacks are violent criminals.	do you have any statistics on that? are you claiming that black people are more likely than whites to be arrested for certain types of crimes, for example aggravated assault?	violence is not a race. it's an individual choice, and the police have the right to make that decision on their own initiative.	0.8411614480025055
black people were here illegally. they cannot work and have the gall to want to take our money.	people who are in the us legally have the right to remain here, and they do, including to work.	the fact that black people are not working is a sign of how much money they have stolen from us.	0.8831130995129328
black people are descended from apes and are nothing but apes.	i do not think it is appropriate to link humans with apes. and i also do not think it is appropriate to reason using racism.	i don't think it is true that all people are born equal.	0.9018268061721401
black people are here illegally, and still they have the gall to want to take our money.	migrants and asylum seekers are generally seeking work. thieves can come from any section of society although it is accepted that crime is largely as product of poverty rather than race.	the fact that black people are here illegally does not mean they have the gall to take our money.	0.8472517996725584
black folks are like apes.	why do you say that? are you saying that you don't like apes? because i prefer apes over racism.	the idea that black people are like apes is just untrue.	0.7035596100255097
if you want a house, i can afford it for you. if you want to work, i can employ you. if you want education, i can provide for you. but if you want to live in a better society, you must pay the price for your skin color, don't complain and remain humble.	people of colour are often denied houses, jobs, or education. everyone should be given an opportunity.	if you want to work, then you can. but it is not the same as working for someone else.	0.8054692611953321
all black folk are like slaves: they are weak and childlike. they are incapable of hard work.	hard work and being a good citizen is not determined by colour, or religion, or ethnicity. this is just an example of white supremacy propaganda.	the idea that all black people are weak and childlike is a myth.	0.8984694837514065
black people are born that way: violent and insensitive.	people's biology does not determine their behavior.	violence and insensitivity are not born that way.	0.8065876384105448
black people are born that way: violent and insensitive.	we do not condone racial discrimination and it is more than likely that you don't know what the concept of race is. i think this is a good example of white supremacy apologism.	violence and insensitivity are not born that way.	0.7936543790023206
black folks do not deserve equal rights.	"there is no such thing as ""black or white"" rights."	the rights of all people, regardless their race, are guaranteed by law.	0.6592689814038902
i'm tired of hearing that white supremacy is bad.	can you specify what you are talking about?	i don't think it is true that all people are created equal. and the same can be said for any race, gender or sexual orientation.	0.803546557793975
black folks are objects. they are subhuman.	i find it amazing that you think this, but in reality people of colour are very similar to us in many ways.	the idea that black people are subhuman is a myth. they are human beings with rights, and deserve respect.	0.8492078635837617
blacks are genetically less intelligent than other races. they are less healthy. they are less safe.	there is no scientific evidence that blacks are less intelligent than other races, or less healthy. the issue is whether to use the term 'race' in this way.	i don't think it is true that blacks are less intelligent than other races. they are just different from us in many ways.	0.859503590297409
the civil war was about far more than slavery: it was also about the establishment of white supremacy in america.	the civil war was about far more than slavery: it was also about human rights and economic opportunity. in fact, slavery was also used as a way to deny citizenship to black people.	the civil war was about freedom and equality, not supremacy.	0.9275746119315368
blacks are genetically less intelligent than other races. they are less healthy. they are less safe.	scientists are still trying to understand the causes behind lower intellectual performance among some groups of people, but most probably the main causes are either social or environmental (for sure not related to skin colour). this can be reduced by various measures such as better use of land, infrastructure, education and research, and so on.	i don't think it is true that blacks are less intelligent than other races. they are just different from us in many ways.	0.7954278212423157
black folks are natural-born thieves.	there is no evidence to support this.	i don't think it is true that all black people are natural-born thieves.	0.7354152015043521
africans have always been reproducing like crazy among themselves, as if they were superior.	my friend is of african descent, and she's perfectly fine with whites 'mixing' with blacks, and does not feel so 'naturally superior'.	the problem is not with africans, but rather with racism.	0.8400302312072506
blacks always complain about racism saying we still treat them badly. but they are always trying to steal our jobs.	what is the source of your evidence for this statement?	racism is a system that has been designed to discriminate against people of colour. it is not about trying and taking our jobs away from blacks, but rather about creating new opportunities for them	0.865958470708381
if you have a criminal record, you will not get a job. this is why all black people are unemployed.	the reality is that there are many job listings that claim they are inclusive, but in the end employ whites only.	if you want to get a job, you have the right. but it is not because of your criminal record.	0.8433355050583692
black folks are unfaithful.	why should we be the ones to decide which groups are unfaithful?	i don't think it is true that all black people are unfaithful.	0.8105371708897674
black people are the source of crime in our society.	it is not true that blacks are the source of crime in our society. the problem is violence and poverty, not race.	i don't think it is true that black people are the source of crime in our society. they are just as capable of contributing to our society, and we should not be afraid of	0.9326348068427217
i hate black people, i hate their violent behaviour, i hate their rape instict, and i hate their disrespect for women.	you should consider the attitude of your own people, as your words seem to me to be counterbalanced by a lot of prejudice towards diversity.	rape is not a crime, it's merely an act of violence.	0.7806645065785294
i hate black people, i hate their violent behaviour, i hate their rape, and i hate their disrespect for women.	why do i have to read this hatred? it's not okay to say such things based on stereotypes.	rape is not a crime, it's merely an act of violence.	0.6398797467556063
i hate black people, i hate their violent behaviour, i hate their rape, and i hate their disrespect for women.	you can't generalise about a whole race based on stereotypes and prejudice, because that's not how things work.	rape is not a crime, it's merely an act of violence.	0.7706215900921738
women are not worth being on the same bus as a men.	humans are created equal, and it doesn't matter how much of an opinion you hold on the topic, everyone should respect people's personal choices.	women are human beings with rights. they deserve respect and equal opportunities, just as men do	0.8696412774914555
women are basically childlike and emotional, incapable of hard work and dedication.	"women have been shown to be as creative and productive as men, and that doesn't seem to be due to a ""manipulation of data"" of feminist propaganda, but rather to intrinsic qualities like hard work and dedication."	women are human beings with dignity and worth. they deserve respect and protection, just as men do	0.8846628250060988
women are subhuman.	the suggestion that women are subhuman is completely without foundation, and a complete distortion of the whole issue.	women are human beings with rights. they deserve respect and equal treatment, not subhumanity.	0.8636990435759891
women are just emotional psychopaths.	women are just as capable of feeling emotions as men, and men can likewise be just as empathic.	women are human beings with feelings. they are human being who have the right to feel what they want, and that is their right as well.	0.9032547168798937
women are psychologically ill, they are fundamentally unfeeling, incapable of love.	love and women are one and the same. illness instead can be part of any person, regardless of gender.	women are human beings with feelings. they are human being, and deserve respect.	0.9023151546581353
i wish we lived in a world in which only men could be doctors, lawyers, firemen, and teachers.	in the u.s., a doctor, a lawyer, a teacher are some of the most highly valued professions. women working as doctors and lawyers and teachers are highly respected professionals as well, right?	i don't think we should live in a world where only men are doctors, lawyers and firefighters.	0.7703426848344435
women are made for making food.	women are not 'made for making food'. and the vast majority of them are not sexist, which means that they do not find it strange to express their own preferences.	women are not made for making food. they are made to work, and to provide for their families.	0.9210583477060349
feminism is a bad ideology that should be replaced by capitalism.	yes, so is capitalism per se more likely to provide for all the discriminated-against populations? and why do you think that the concept of 'feminism' is harmful?	feminism is about equality and the right of all people to have equal rights.	0.897745474788636
women don't have the right to have it all and if they want to have a family, they must accept the role of the homemaker.	this idea that women should be a homemaker instead of contributing to our society and economy is just nonsense. a woman's right to choose what to do with her life and her body should not be restricted just because of the actions of a few men.	women have the right to choose their own family.	0.9003273300224796
this female is a bitch, she is a slut and she is not worth listening to.	perhaps we should have a look at what women have to say about this topic rather than perpetuating sexist stereotypes.	"i don\'t think it is fair to call someone a ""sluth"" just because of their gender."	0.836953086627367
women should not have rights over their bodies.	women are human, just like everybody else. they have the right to live their life as they wish.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.9298052454900843
women should not have rights over their bodies.	women have every right to choose how they live their lives.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.9114511209256949
women should not have rights over their bodies.	women are human, just like anybody else, and the rights of women should be respected.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.8801962747529097
women should not have rights over their bodies.	what right do you have to judge other human beings? i ask because i don't think it's something you should be concerned about.	women have the right to choose their own bodies, and this includes having a choice over what they wear.	0.7239546882741654
women are basically childlike, ignorant, incapable of serious thought and emotion.	"there is no evidence that women are ""childlike"" or ""ignorant"". so how can you say something so baseless?"	women are human beings with feelings and thoughts. they have the same rights as men, but their emotions are different from our own.	0.6980447800510708
women only want top men because they are weak.	women aren't weak. what men want, what women want, and who they want to be their partner are completely different things.	women are not weak, they are just trying to get by.	0.9333851479433518
women are just a burden to society.	it doesn't matter what you say about women, they still work a lot to support our society.	women are human beings with dignity. they deserve respect and equal rights.	0.7648753659872332
feminism is a divisive force in our society.	feminism is not a divisive force. the fact is that women are in fact just as capable of understanding as men.	feminism is about equality, not division.	0.8839071223108378
feminism is a divisive force in our society.	"this is not true. people who identify as feminist do not want to divide our society, regardless of how ""divisive"" their beliefs might appear to you."	feminism is about equality, not division.	0.8195571478037229
women are basically childlike, they remain this way most of their lives. soft and emotional. it has devastated our once great patriarchal civilizations.	have you ever considered asking why our society is far better suited to men than to women?	women are human beings with feelings. they are human being and deserve respect.	0.7788684700022137
women shouldn't have the right to choose what to do with their body.	body autonomy is a human right and should be respected. we do not want to have a 'boys will be boys' society.	women have the right to choose what they do with their bodies, and this includes having the freedom to make choices about how they look.	0.8698195725644472
women are, honestly, objects for men's sexual gratification.	women are human beings. they deserve respect and human rights.	women are human beings with feelings. they deserve respect and protection, not to be treated as objects for men' gratification.	0.9244626754416668
women have no place in a modern democracy like the uk.	you don't have to be a feminist to see that there are women-inclusive and women-only organisations. i think this shows that you don't know much about this country.	women are equal in the eyes of the law, and they have the same rights as men.	0.6887425235031768
women are more likely to commit crime.	this is not true. only about 7% percent of all u.s. prison inmates are female.	women are not more likely to commit crime than men.	0.7468851693896829
women must stop acting like rape victims apologists, because this is just a ruse created by women to exploit and dominate men. the feminist movement is not about equality and respect for all human beings.	"sadly, in the real world, there is often a strong tendency to misinterpret a movement as a demand for some privileges, such as 'not being raped'. that's why men and women engage in a lot of actions that seem strictly ""feminist"" in everyday life. but in reality, feminist men and women do the same thing. they both expect all people to be treated as equals in the society."	rape is an act of violence, and it should be punished.	0.8433853919857951
women are the cause of every problem in the world and should be oppressed.	well, of course women can cause problems, but so can men. it seems to me that you're confused.	women are human beings with rights. they have the right to be treated as such, and this is their right.	0.849324167649627
women should obey to their husbands.	women are obliged to obey the laws and rules of society, just as men are obliged to obey the laws and rules of society. not to their partners'.	women are human beings with rights. they should be respected and protected, not abused or neglected by their husband'	0.8643913907685997
women like bad men.	"i wouldn't say that ""women like bad men"". what i would like to see is a man that is interested in a woman, respectful of women, and offers her more than an exchange of sexual favors. it would be nice if men had more respectful characteristics than sexual desire alone."	women are human beings with rights. they deserve respect and protection, not a bad man'?	0.9001056240871625
women are inherently subhuman and should not be valued.	women are human beings with full human rights and should be respected as such.	women are human beings with dignity and worth. they deserve respect, not subhumanity.	0.9125832645150742
we should stop feminists.	"the main problem with feminism today is not about stopping men supremacy, but about avoiding the creation of an ""us vs. them"" mentality, which is polarizing and can easily turn violent. feminists can do a lot to fight this poisonous trend."	feminism is about equality, not stopping women from being empowered.	0.9001247628012204
we need to put an end to down syndrome in the uk, otherwise we are doomed to genetic and social decline.	while it's true that some people with down syndrome may face challenges, there are also many of them in the uk who would be classed as individuals with a 'normal' social life. to suggest that there are any reasons why someone should be banned is just wrong.	"down syndrome is a genetic condition that has been shown to have negative effects on the quality of life for many people. it is not about being ""disable"" but about living in"	0.934134514618824
down syndrome is a problem in my opinion, it causes difficulties for everyone to live their life with down syndrome. it's not a desirable trait.	as with so many things, we all experience difficulties, this is no exception.	down syndrome is a genetic condition that has been shown to be associated with some health problems, but it does not mean that everyone with the disorder will have difficulties in their life.	0.8938192613080156
down syndrome is a problem for everybody, not only in the uk. the impact is very high and we must find a final solution to this.	the rights of people with down syndrome to be treated fairly is something which must be respected. we cannot allow discrimination to continue to this end.	down syndrome is a genetic condition that can cause problems in many areas of life. it's not about the uk, but rather around the world.	0.8681994939615395
down syndrome is a problem for everybody, it is a disability that can't be cured. the sooner we get rid of it the better it will be for everybody.	people with down syndrome should have the chance to live full lives as they wish, without facing this discrimination.	down syndrome is a genetic disorder, and it can be treated. the sooner we start treating people with disabilities, then we will have fewer problems in the future.	0.933583157148341
downies are dumb	according to this study [link], the mean iq of a young adult with down syndrome is 50, equivalent to the mental ability of an 8- or 9-year-old child, but this can vary widely. so, no, they are not dumb.	if you want to know what it's like to live with someone who has down syndrome, then you should read this article.	0.7406634758670706
mentally disabled people are anti-social	from a 'neurotypical' perspective, this is not always true: for example people with williams syndrome have below average intelligence but show higher empathy.	i don't think it is true that all mentally disabled people are anti-social. they are just trying to live their lives as normal people, and this is not the case with you	0.8424270360339804
mentally disabled people are anti-social	although some individuals who score below average on tests of iq may demonstrate lower empathy abilities, there is evidence that for some conditions (e.g. williams syndrome) there is higher signaling of concern and compassion than neurotypical subjects.	i don't think it is true that all mentally disabled people are anti-social. they are just trying to live their lives as normal people, and this is not the case with you	0.7713125992332541
mentally disabled people have a low iq and are anti-social.	although there are some individuals who score below average on iq tests, there is no reason to think that a person's ability to be sympathetic would derive from their ability to solve some logic games.	i don't think it is true that all mentally disabled people are anti-social. they just need to be accepted and treated with respect.	0.9010871023919144
mentally disabled folks are just dribbling mongoloids.	when asked to choose one adjective to describe their experience of someone with intellectual or developmental disabilities, people usually say 'mentally impaired' or 'mentally challenged.' to say 'dribbling mongoloid' is simply unacceptable in an inclusive society.	"i don\'t think it is fair to call people with mental disabilities ""mongoloids""."	0.7976163548833992
mentally disabled folks are just dribbling mongoloids.	it is not acceptable to deny human dignity to others because they are disabled. human dignity is not a property, but a right. and every person has it, irrespective of their condition.	"i don\'t think it is fair to call people with mental disabilities ""mongoloids""."	0.8375441529136942
the disabled should not to be allowed to vote.	this is just nonsense. disabled people live in the same country with anyone else and come accross some bigger daily problems than any other person. so they have every right to vote and even more saying in the issues that must be addressed by the electees in this country.	the disabled are allowed to vote, and they should be able.	0.9034694492400693
disabled folks can't work.	don't be so negative. there are different types of physical disabilities, ranging from neurologic to genetic. that is why they are categorized by the who: so that anyone can find their place in society and help it thrive.	if you want to work, then you should try to find a job that is suitable for them.	0.848291420396369
disabled: they should not be allowed to work.	the law allows people with disabilities to work, but it doesn't make it mandatory. you might find that in some countries this rule is not followed, but this a problem of discrimination.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.9013978402688068
disabled: they should not be allowed to work.	the disabled can work, and many countries offer them the right to work.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.9013007986743583
disabled: they should not be allowed to work.	many countries offer them the right to work, which is as it should be.	disabled people are not 'incompatible with work'. they should be allowed to do the jobs that they want, regardless of their disability.	0.8952709101406372
jewish folks are good for nothing	jews contribute to our country, and they are great role models to us.	jewish people are not good for nothing. they are just trying to live their lives as if it were their own, and that is what makes them different from other people.	0.9021978119194501
the only reason for nazis to start wwii was to destroy the jews. we should have let them finish their job.	the threat of world annihilation by the nazis was very real, it wasn't just about the jews. still the holocaust was reason enough to stop them.	the nazis were trying to destroy us, and we are not going backwards. they have a history of killing people for their beliefs.	0.9066555446386595
jews were the real cause of wwii.	the idea that the holocaust was caused by the jews is simply wrong. the majority of jews were forced to flee, those who stayed did not participate in the nazi regime, so they were gassed to death. the persecution of jews, as well as the physical and ideological violence they underwent, was a natural consequence of the failure of the state to uphold its legal obligations to them and to face an ideology of death and oppression.	jews were not the real cause of a war, they were just victims.	0.9221352845757946
hitler was a good person, jews were the real cause of wwii.	i would like to ask you a question: when hitler came to power in 1933, would you have believed him? would you now, after all that happened?	i don't think it is true that jews were the real cause of a war. they just wanted to live in peace and freedom, not to be oppressed by	0.889030566019411
jewish folks are the real antisemite.	i can't find a single example of a case where a jew has been 'antisemite' to their culture. that would be so paradoxical. i think it's just a myth being spread to justify discrimination.	the antisemitism you are referring to is not true. it'd be better for us all, and jewish people in particular, to work together to combat hate	0.8740684509019234
jewish folks control the media	the fact that in the media there are some people from certain religions does not in any way suggest that they control the media. how do you explain antisemitism in the media then?	the media is a tool of the powerful, and it has been used to oppress people from all backgrounds.	0.8765273330541381
jews control hollywood.	jews tend to make up a discrete amount of hollywood actors, directors, producers, and so on. but this doesn't necessarily mean that they control the industry.	jews have been part of the industry for a long time. they are not controlling it.	0.9164159863056472
jews control hollywood.	hollywood is an extremely diverse industry, and jews are a small but vocal minority of actors, directors, producers, etc. how can you say that jews control the hollywood industry?	jews have been part of the industry for a long time. they are not controlling it.	0.9089595015609347
jews allegedly deported in concentration camps were just actors hired to discredit nazis.	can you point out which jewish people that have been to a concentration camp are actors?	jews were deported from their homes and forced to live in concentration camps. they are not actors, but victims of the nazi regime.	0.8160880153204514
we must protect our people and culture from the ravages of jews and their ilk. we need to exterminate them.	so you want to see millions of jews murdered every year, once again?	jews have always been part of our society, and they are proud to be part. we should protect them from the ravages that their religion has caused.	0.8490373333235482
jews have always controlled the government and press.	jews are not in charge of the media or the government. at least not in the united states of america.	jews have always been part of the government and press. they are not a minority, but rather an important part in our society.	0.9082380201361511
jews control the world's news media, hollywood, the highest offices of education and most important of all, the highest courts of law.	in principle, jewish people are part of the system since they have citizenship, but in practice they are often treated as if they are not our fellow countrymen. the problem is not just about jewish people, but about the overall attitude towards people of other religions.	jews are not the only ones who control the news media, education and government. they are also the most powerful people in society.	0.9610992934845128
gay men are unnatural, they abuse their anus.	the sad truth is that homosexuals are more likely to abuse drugs and alcohol (as a reaction to homophobia, discrimination, or violence they experienced).	i don't think it is natural to be gay, but you are right that they do.	0.6882097748070058
what do you want us to do with all these gays, they are just a problem. they are corrupting our children!	i think that you are making the mistake of equating prejudice and homophobia with an attempt to reform and make people's behaviour fit your norms	i don't see how you can say that all gays are a problem. what do we want to happen?	0.7037225975451815
